Transaction_ID,Date,Hour,Is_Weekend,Outlet_Code,Outlet_Name,City,Region,Product_ID,Product_Name,Category,ABC_Classification,Unit_Price_INR,Unit_Cost_INR,Quantity,Gross_Revenue_INR,Discount_Pct,Discount_Override_Code,Net_Revenue_INR,Gross_Profit_INR,Margin_Pct,Payment_Method,Customer_Rating,Customer_Segment,Store_Footfall_Day
TXN-IN-11317,2026-07-28,18,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,15.0,CAMPAIGN_CODE_PROMO,306.0,196.0,64.05,Debit Card,5,Champion,1574
TXN-IN-11318,2026-08-03,18,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,15.0,CAMPAIGN_CODE_PROMO,153.0,98.0,64.05,Debit Card,5,Loyal Customer,1463
TXN-IN-11319,2026-07-21,10,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,UPI (GooglePay/PhonePe),5,Loyal Customer,1024
TXN-IN-11320,2026-08-06,17,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,0.0,NONE,480.0,350.0,72.92,UPI (GooglePay/PhonePe),1,Champion,1015
TXN-IN-11321,2026-08-08,17,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Debit Card,5,Loyal Customer,1336
TXN-IN-11322,2026-08-26,10,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,4,960,0.0,NONE,960.0,700.0,72.92,Cash,5,Hibernating,1577
TXN-IN-11323,2026-07-24,19,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,2,520,0.0,NONE,520.0,350.0,67.31,Cash,4,Hibernating,886
TXN-IN-11324,2026-07-21,11,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Debit Card,4,Loyal Customer,1431
TXN-IN-11325,2026-07-28,14,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,0.0,NONE,310.0,220.0,70.97,Credit Card,5,Champion,1522
TXN-IN-11326,2026-08-01,18,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,4,1240,0.0,NONE,1240.0,820.0,66.13,UPI (GooglePay/PhonePe),5,Champion,2302
TXN-IN-11327,2026-07-23,11,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,15.0,CAMPAIGN_CODE_PROMO,408.0,278.0,68.14,UPI (GooglePay/PhonePe),5,Loyal Customer,847
TXN-IN-11328,2026-08-25,12,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,4,1120,0.0,NONE,1120.0,800.0,71.43,UPI (GooglePay/PhonePe),5,Hibernating,1444
TXN-IN-11329,2026-09-01,20,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,UPI (GooglePay/PhonePe),5,At Risk,1313
TXN-IN-11330,2026-07-21,13,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Credit Card,4,Loyal Customer,1112
TXN-IN-11331,2026-07-26,22,1,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,0.0,NONE,360.0,250.0,69.44,Debit Card,3,Loyal Customer,1895
TXN-IN-11332,2026-08-17,14,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,25.0,OVERRIDE_MGR_01,210.0,130.0,61.9,Debit Card,4,Loyal Customer,1462
TXN-IN-11333,2026-08-31,14,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Cash,5,Potential Loyalist,1504
TXN-IN-11334,2026-08-01,19,1,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,0.0,NONE,310.0,205.0,66.13,Debit Card,5,Loyal Customer,1368
TXN-IN-11335,2026-07-21,16,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Debit Card,1,Potential Loyalist,1507
TXN-IN-11336,2026-09-01,11,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,Cash,5,Potential Loyalist,1259
TXN-IN-11337,2026-07-23,13,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,Cash,5,At Risk,951
TXN-IN-11338,2026-08-21,19,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,5.0,CAMPAIGN_CODE_PROMO,294.5,204.5,69.44,UPI (GooglePay/PhonePe),5,Champion,896
TXN-IN-11339,2026-09-03,17,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,Cash,5,Hibernating,1472
TXN-IN-11340,2026-09-02,13,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),1,At Risk,1435
TXN-IN-11341,2026-08-14,13,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,0.0,NONE,310.0,220.0,70.97,Debit Card,4,Potential Loyalist,1230
TXN-IN-11342,2026-08-08,8,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Debit Card,5,At Risk,2346
TXN-IN-11343,2026-08-20,15,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,0.0,NONE,480.0,350.0,72.92,Debit Card,5,Potential Loyalist,918
TXN-IN-11344,2026-08-29,19,1,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,25.0,OVERRIDE_MGR_01,210.0,130.0,61.9,Cash,1,Loyal Customer,2011
TXN-IN-11345,2026-09-03,13,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),4,Loyal Customer,1071
TXN-IN-11346,2026-07-25,17,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,10.0,CAMPAIGN_CODE_PROMO,855.0,235.0,27.49,UPI (GooglePay/PhonePe),5,Champion,1261
TXN-IN-11347,2026-07-31,18,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,25.0,OVERRIDE_MGR_01,210.0,130.0,61.9,UPI (GooglePay/PhonePe),2,Potential Loyalist,1468
TXN-IN-11348,2026-08-01,8,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,0.0,NONE,310.0,205.0,66.13,Credit Card,3,Loyal Customer,2198
TXN-IN-11349,2026-08-30,21,1,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,UPI (GooglePay/PhonePe),5,Champion,1640
TXN-IN-11350,2026-08-17,13,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,Cash,5,Loyal Customer,1151
TXN-IN-11351,2026-07-23,17,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Credit Card,5,Champion,1366
TXN-IN-11352,2026-09-01,17,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,Cash,5,Champion,1730
TXN-IN-11353,2026-07-22,20,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Cash,4,Loyal Customer,997
TXN-IN-11354,2026-08-13,18,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,0.0,NONE,360.0,250.0,69.44,Debit Card,5,At Risk,1426
TXN-IN-11355,2026-08-23,18,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,Debit Card,1,At Risk,2039
TXN-IN-11356,2026-07-21,16,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Cash,3,Hibernating,1052
TXN-IN-11357,2026-08-29,15,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,3,540,0.0,NONE,540.0,375.0,69.44,Debit Card,5,Loyal Customer,2038
TXN-IN-11358,2026-08-10,17,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,UPI (GooglePay/PhonePe),5,Hibernating,1606
TXN-IN-11359,2026-08-31,19,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,Credit Card,5,Champion,1447
TXN-IN-11360,2026-08-23,21,1,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,3,1020,0.0,NONE,1020.0,660.0,64.71,Debit Card,5,Champion,1937
TXN-IN-11361,2026-07-30,16,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,Debit Card,5,Champion,1210
TXN-IN-11362,2026-09-01,19,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,2,520,0.0,NONE,520.0,350.0,67.31,Credit Card,5,At Risk,1233
TXN-IN-11363,2026-08-20,19,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,5.0,CAMPAIGN_CODE_PROMO,456.0,326.0,71.49,UPI (GooglePay/PhonePe),5,Champion,1511
TXN-IN-11364,2026-08-01,10,1,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,Credit Card,5,At Risk,1769
TXN-IN-11365,2026-08-10,19,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),5,Champion,1358
TXN-IN-11366,2026-08-15,13,1,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,UPI (GooglePay/PhonePe),1,Potential Loyalist,1685
TXN-IN-11367,2026-08-17,14,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,25.0,OVERRIDE_MGR_01,180.0,115.0,63.89,UPI (GooglePay/PhonePe),3,Hibernating,1432
TXN-IN-11368,2026-08-17,21,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,3,2850,0.0,NONE,2850.0,990.0,34.74,Cash,5,Loyal Customer,1221
TXN-IN-11369,2026-08-12,13,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,25.0,OVERRIDE_MGR_01,232.5,142.5,61.29,UPI (GooglePay/PhonePe),1,Hibernating,1390
TXN-IN-11370,2026-08-29,21,1,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,2,680,15.0,CAMPAIGN_CODE_PROMO,578.0,338.0,58.48,Debit Card,5,At Risk,2051
TXN-IN-11371,2026-07-30,13,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),5,At Risk,1433
TXN-IN-11372,2026-08-30,22,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,Credit Card,4,Potential Loyalist,2264
TXN-IN-11373,2026-08-31,11,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,Cash,5,Loyal Customer,1460
TXN-IN-11374,2026-08-13,13,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,0.0,NONE,480.0,350.0,72.92,Credit Card,4,At Risk,1220
TXN-IN-11375,2026-08-16,14,1,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,0.0,NONE,310.0,205.0,66.13,UPI (GooglePay/PhonePe),5,Loyal Customer,1520
TXN-IN-11376,2026-08-31,20,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,3,930,25.0,OVERRIDE_MGR_01,697.5,382.5,54.84,UPI (GooglePay/PhonePe),5,Champion,1435
TXN-IN-11377,2026-07-24,20,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,5.0,CAMPAIGN_CODE_PROMO,342.0,232.0,67.84,Credit Card,3,Potential Loyalist,1239
TXN-IN-11378,2026-08-26,11,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,15.0,CAMPAIGN_CODE_PROMO,527.0,317.0,60.15,UPI (GooglePay/PhonePe),5,Potential Loyalist,1330
TXN-IN-11379,2026-07-31,19,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,25.0,OVERRIDE_MGR_01,210.0,130.0,61.9,UPI (GooglePay/PhonePe),4,Potential Loyalist,1389
TXN-IN-11380,2026-08-19,12,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,Cash,3,Champion,1617
TXN-IN-11381,2026-08-21,12,0,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,15.0,CAMPAIGN_CODE_PROMO,238.0,158.0,66.39,Cash,1,Potential Loyalist,1249
TXN-IN-11382,2026-07-24,19,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,2,620,0.0,NONE,620.0,440.0,70.97,Debit Card,4,Loyal Customer,1723
TXN-IN-11383,2026-08-15,13,1,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),5,Potential Loyalist,1336
TXN-IN-11384,2026-08-05,10,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,0.0,NONE,310.0,220.0,70.97,UPI (GooglePay/PhonePe),4,At Risk,920
TXN-IN-11385,2026-09-01,18,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,4,960,0.0,NONE,960.0,700.0,72.92,Credit Card,4,Potential Loyalist,1326
TXN-IN-11386,2026-08-25,19,0,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,1,310,0.0,NONE,310.0,205.0,66.13,Debit Card,5,Loyal Customer,1039
TXN-IN-11387,2026-08-01,14,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,0.0,NONE,310.0,220.0,70.97,Debit Card,5,Potential Loyalist,2250
TXN-IN-11388,2026-08-18,19,0,HYD-001,Hyderabad – Hitec City Cyber Towers,Hyderabad,South,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,UPI (GooglePay/PhonePe),3,Potential Loyalist,1407
TXN-IN-11389,2026-08-29,15,1,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,UPI (GooglePay/PhonePe),5,Hibernating,1703
TXN-IN-11390,2026-07-26,13,1,BLR-001,Bengaluru – Indiranagar 100ft,Bengaluru,South,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,Debit Card,5,Loyal Customer,1612
TXN-IN-11391,2026-08-06,19,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,UPI (GooglePay/PhonePe),5,Potential Loyalist,1660
TXN-IN-11392,2026-07-26,18,1,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,25.0,OVERRIDE_MGR_01,465.0,255.0,54.84,Cash,2,Loyal Customer,1840
TXN-IN-11393,2026-08-08,19,1,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,UPI (GooglePay/PhonePe),5,Loyal Customer,1735
TXN-IN-11394,2026-08-12,16,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,10.0,CAMPAIGN_CODE_PROMO,558.0,348.0,62.37,Debit Card,5,Hibernating,1376
TXN-IN-11395,2026-08-03,17,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,2,1900,0.0,NONE,1900.0,660.0,34.74,Credit Card,4,At Risk,1502
TXN-IN-11396,2026-08-29,13,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,0.0,NONE,360.0,250.0,69.44,UPI (GooglePay/PhonePe),5,At Risk,2245
TXN-IN-11397,2026-07-29,16,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,1,280,0.0,NONE,280.0,200.0,71.43,Credit Card,5,Loyal Customer,1469
TXN-IN-11398,2026-08-06,10,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-006,Smoked Paneer Tikka Sourdough,Gourmet Food,B,310,105,2,620,0.0,NONE,620.0,410.0,66.13,UPI (GooglePay/PhonePe),5,At Risk,1323
TXN-IN-11399,2026-08-24,16,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,4,1360,0.0,NONE,1360.0,880.0,64.71,Cash,5,At Risk,1248
TXN-IN-11400,2026-08-27,19,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,2,680,25.0,OVERRIDE_MGR_01,510.0,270.0,52.94,Cash,2,Loyal Customer,1342
TXN-IN-11401,2026-08-08,9,1,MUM-002,Mumbai – Lower Parel High Street,Mumbai,West,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,1,180,0.0,NONE,180.0,125.0,69.44,Debit Card,5,Loyal Customer,1280
TXN-IN-11402,2026-08-17,19,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,2,620,10.0,CAMPAIGN_CODE_PROMO,558.0,378.0,67.74,Debit Card,5,Potential Loyalist,1136
TXN-IN-11403,2026-08-07,8,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,10.0,CAMPAIGN_CODE_PROMO,279.0,189.0,67.74,Cash,5,Champion,1384
TXN-IN-11404,2026-08-13,18,0,CHN-001,Chennai – Anna Nagar 2nd Avenue,Chennai,South,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,2,480,0.0,NONE,480.0,350.0,72.92,Credit Card,4,Potential Loyalist,1004
TXN-IN-11405,2026-08-07,10,0,DEL-001,Delhi – Connaught Place Inner Circle,Delhi,North,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,3,720,0.0,NONE,720.0,525.0,72.92,UPI (GooglePay/PhonePe),5,Hibernating,1455
TXN-IN-11406,2026-07-29,13,0,BLR-017,Bengaluru – JP Nagar (Outlet 17),Bengaluru,South,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,3,930,0.0,NONE,930.0,660.0,70.97,Credit Card,5,Loyal Customer,1357
TXN-IN-11407,2026-08-20,18,0,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-BEV-001,Artisanal Cold Brew (350ml),Specialty Beverages,A,240,65,1,240,0.0,NONE,240.0,175.0,72.92,UPI (GooglePay/PhonePe),5,Champion,1073
TXN-IN-11408,2026-08-17,20,0,BLR-002,Bengaluru – Koramangala 5th Block,Bengaluru,South,SKU-BEV-002,Monsoon Cinnamon Latte,Specialty Beverages,A,280,80,2,560,0.0,NONE,560.0,400.0,71.43,UPI (GooglePay/PhonePe),4,Loyal Customer,1213
TXN-IN-11409,2026-08-30,12,1,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-PKG-008,Eco-Kraft Branded Cup (Carton),Packaging,C,950,620,1,950,0.0,NONE,950.0,330.0,34.74,UPI (GooglePay/PhonePe),2,Champion,2228
TXN-IN-11410,2026-08-09,19,1,DEL-002,Delhi – Cyber Hub Gurugram,Delhi NCR,North,SKU-DES-007,Classic Tiramisu Cup,Desserts,B,260,85,1,260,0.0,NONE,260.0,175.0,67.31,Debit Card,5,Champion,1555
TXN-IN-11411,2026-07-22,8,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BAKE-004,Butter Flaky Croissant,Artisanal Bakery,B,180,55,2,360,0.0,NONE,360.0,250.0,69.44,Cash,3,Loyal Customer,1612
TXN-IN-11412,2026-08-14,21,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-BEV-003,Nitro Cold Brew Infusion,Specialty Beverages,A,310,90,1,310,0.0,NONE,310.0,220.0,70.97,Credit Card,5,Loyal Customer,1669
TXN-IN-11413,2026-07-30,14,0,MUM-001,Mumbai – Bandra West Linking Rd,Mumbai,West,SKU-SNK-005,Truffle Cheese Mushroom Panini,Gourmet Food,A,340,120,1,340,0.0,NONE,340.0,220.0,64.71,UPI (GooglePay/PhonePe),4,Loyal Customer,1684
